question,entity,event,answer
Which political party did Sylvain Maillard belong to before La République En Marche?,Sylvain Maillard,La République En Marche,Les Centristes
Who was the head of Ziduri before Viorel Buzea?,Ziduri,Viorel Buzea,Nicolaie Nedelcu
Who was the head of Kyōto Prefecture before Shinya Kurosaki?,Kyōto Prefecture,Shinya Kurosaki,Shinichi Sagami
Who was the head coach of the team Legia Warsaw before Henning Berg?,Legia Warsaw,Henning Berg,Maciej Skorża
Which position did Henri Madelin hold before editor-in-chief?,Henri Madelin,editor-in-chief,rector
Who was the chair of Economic Community of West African States before John Kufuor?,chair of Economic Community of West African States,John Kufuor,Abdoulaye Wade
Who was the head of Soviet Union before Alexei Kosygin?,Soviet Union,Alexei Kosygin,Nikita Khrushchev
"Which position did Richard Bethell, 1st Baron Westbury hold before Lord Chancellor?","Richard Bethell, 1st Baron Westbury",Lord Chancellor,Member of the 18th Parliament of the United Kingdom
Which position did Daniel O'Connell hold before Member of the 11th Parliament of the United Kingdom?,Daniel O'Connell,Member of the 11th Parliament of the United Kingdom,Member of the 10th Parliament of the United Kingdom
Which position did Pere Folc de Cardona hold before Episcopal Co-Prince?,Pere Folc de Cardona,Episcopal Co-Prince,President of the Generalitat of Catalonia
Which position did Simranjit Singh Mann hold before Member of the 17th Lok Sabha?,Simranjit Singh Mann,Member of the 17th Lok Sabha,Member of the 13th Lok Sabha
Who was the head of state of Slovakia before Ivan Gašparovič?,head of state of Slovakia,Ivan Gašparovič,Rudolf Schuster
Which employer did Michael Atwood Mason work for before National Museum of Natural History?,Michael Atwood Mason,National Museum of Natural History,Anacostia Community Museum
Which employer did Karen Keskulla Uhlenbeck work for before University of Illinois at Chicago?,Karen Keskulla Uhlenbeck,University of Illinois at Chicago,University of Illinois at Urbana–Champaign
Who was the head of Soviet Union before Vyacheslav Molotov?,Soviet Union,Vyacheslav Molotov,Alexei Rykov
Which position did Pierre Renouvin hold before president?,Pierre Renouvin,president,dean
Which position did Enoch Powell hold before Member of the 43rd Parliament of the United Kingdom?,Enoch Powell,Member of the 43rd Parliament of the United Kingdom,Secretary of State for Health and Social Care
Where was Daniel Pedoe educated before Institute for Advanced Study?,Daniel Pedoe,Institute for Advanced Study,Magdalene College
Which employer did Jaroslav Pelikan work for before Concordia Seminary?,Jaroslav Pelikan,Concordia Seminary,Valparaiso University
Who was the head of Móstoles before Noelia Posse Gómez?,Móstoles,Noelia Posse Gómez,Daniel Ortiz Espejo
Which team did Djamel Bouaïcha play for before MC El Eulma?,Djamel Bouaïcha,MC El Eulma,USM Annaba
Which employer did Archibald James Macintyre work for before University of Sheffield?,Archibald James Macintyre,University of Sheffield,Swansea University
Who was the head of Kyōto Prefecture before Shigeo Miyoshi?,Kyōto Prefecture,Shigeo Miyoshi,Zentarō Arai
Which employer did Eugen Slutsky work for before Moscow State University?,Eugen Slutsky,Moscow State University,Institute of Conjuncture
Who was the head of Jönköping County before Helena Jonsson?,Jönköping County,Helena Jonsson,Anneli Wirtén
Which team did João Carlos Rocha Vicente play for before Moreirense F.C.?,João Carlos Rocha Vicente,Moreirense F.C.,Sertanense F.C.
Which position did Guy C. H. Corliss hold before law professor?,Guy C. H. Corliss,law professor,dean
Which position did Michael Fallon hold before Member of the 50th Parliament of the United Kingdom?,Michael Fallon,Member of the 50th Parliament of the United Kingdom,Member of the 49th Parliament of the United Kingdom
Which political party did Pier Luigi Bersani belong to before Democratic Party of the Left?,Pier Luigi Bersani,Democratic Party of the Left,Italian Communist Party
Which position did Marshall Warmington hold before Member of the 25th Parliament of the United Kingdom?,Marshall Warmington,Member of the 25th Parliament of the United Kingdom,Member of the 24th Parliament of the United Kingdom
Where was Xi Murong educated before Académie royale des Beaux-Arts  de Bruxelles?,Xi Murong,Académie royale des Beaux-Arts de Bruxelles,National Taiwan Normal University
Who was the chair of Volkswagen Group before Ferdinand Piëch?,Volkswagen Group,Ferdinand Piëch,Klaus Liesen
Who was the chair of Scottish National Party before John Swinney?,Scottish National Party,John Swinney,Alex Salmond
Who was the head of state of Slovakia before Rudolf Schuster?,head of state of Slovakia,Rudolf Schuster,Michal Kováč
Which employer did Kevin Anderson work for before Oregon State University?,Kevin Anderson,Oregon State University,"University of California, Berkeley"
"Which employer did Lukáš M. Vytlačil work for before Institute of Czech Literature, Czech Academy of Sciences?",Lukáš M. Vytlačil,"Institute of Czech Literature, Czech Academy of Sciences","Institute of Ethnology, Czech Academy of Sciences"
Who was the head of Poland before Marek Belka?,Poland,Marek Belka,Leszek Miller
Which employer did Arnold Mallis work for before Gulf Oil?,Arnold Mallis,Gulf Oil,University of Delaware
Who was the chair of Confederation of Independent Trade Unions of Luxembourg before Jean-Claude Reding?,Confederation of Independent Trade Unions of Luxembourg,Jean-Claude Reding,John Castegnaro
Which employer did Emil Leon Post work for before George Washington Educational Campus?,Emil Leon Post,George Washington Educational Campus,Cornell University
Which team did Mick Morris play for before Stafford Rangers F.C.?,Mick Morris,Stafford Rangers F.C.,Port Vale F.C.
Which position did Oliver Wittke hold before transport minister?,Oliver Wittke,transport minister,Lord Mayor
Who was the head of Chicago before Fred A. Busse?,Chicago,Fred A. Busse,Edward Fitzsimmons Dunne
Which employer did Lipman Bers work for before Columbia University?,Lipman Bers,Columbia University,Courant Institute of Mathematical Sciences
Who was the chair of International Tribunal for the Law of the Sea before Jin-Hyun Paik?,International Tribunal for the Law of the Sea,Jin-Hyun Paik,Shunji Yanai
Which employer did Louis Bachelier work for before University of Rennes?,Louis Bachelier,University of Rennes,University of Burgundy
Which team did Cyril Granon play for before F.C. Lorient?,Cyril Granon,F.C. Lorient,AS Monaco FC
Which employer did Peter Corke work for before Queensland University of Technology?,Peter Corke,Queensland University of Technology,Commonwealth Scientific and Industrial Research Organisation
Who was the chair of PEN International before György Konrád?,PEN International,György Konrád,Iván Boldizsár
Which position did David Mudd hold before Member of the 50th Parliament of the United Kingdom?,David Mudd,Member of the 50th Parliament of the United Kingdom,Member of the 49th Parliament of the United Kingdom
Who was the head coach of the team Lamia F.C. before Apostolos Mantzios?,Lamia F.C.,Apostolos Mantzios,Makis Chavos
Who was the chair of Economic Community of West African States before Léopold Sédar Senghor?,chair of Economic Community of West African States,Léopold Sédar Senghor,Olusegun Obasanjo
Which position did Seán Flanagan hold before member of the European Parliament?,Seán Flanagan,member of the European Parliament,"Minister for Communications, Climate Action and Environment"
Who was the head of state of German Democratic Republic before Willi Stoph?,German Democratic Republic,Willi Stoph,Walter Ulbricht
Which team did Guillaume Gigliotti play for before CF Badalona?,Guillaume Gigliotti,CF Badalona,Empoli F.C.
Which employer did Emil Leon Post work for before City College of New York?,Emil Leon Post,City College of New York,George Washington Educational Campus
Which employer did Michael H. Jameson work for before Stanford University?,Michael H. Jameson,Stanford University,University of Pennsylvania
Which position did Enoch Powell hold before Member of the 45th Parliament of the United Kingdom?,Enoch Powell,Member of the 45th Parliament of the United Kingdom,Member of the 44th Parliament of the United Kingdom
Which team did Modeste M'bami play for before Unión Deportiva Almería?,Modeste M'bami,Unión Deportiva Almería,Olympique de Marseille
Who was the head of KwaZulu-Natal before S'bu Ndebele?,KwaZulu-Natal,S'bu Ndebele,Lionel Mtshali
Which position did Cyril Smith hold before Member of the 49th Parliament of the United Kingdom?,Cyril Smith,Member of the 49th Parliament of the United Kingdom,Member of the 48th Parliament of the United Kingdom
Which employer did Peiter Zatko work for before Google?,Peiter Zatko,Google,DARPA
"Who was the chair of Embassy of Ukraine, Moscow before Volodymyr Fedorov?","Embassy of Ukraine, Moscow",Volodymyr Fedorov,Volodymyr Kryzhanivskyi
Which position did George Jones hold before Member of the 34th Parliament of the United Kingdom?,George Jones,Member of the 34th Parliament of the United Kingdom,Member of the 32nd Parliament of the United Kingdom
Which position did George Jones hold before Member of the 35th Parliament of the United Kingdom?,George Jones,Member of the 35th Parliament of the United Kingdom,Member of the 34th Parliament of the United Kingdom
Which employer did Djelal Kadir work for before University of Oklahoma?,Djelal Kadir,University of Oklahoma,Purdue University
Which position did Dugdale Dugdale hold before Member of the 3rd Parliament of the United Kingdom?,Dugdale Dugdale,Member of the 3rd Parliament of the United Kingdom,Member of the 2nd Parliament of the United Kingdom
Who was the head of Chicago before Michael Anthony Bilandic?,Chicago,Michael Anthony Bilandic,Richard J. Daley
Which employer did Michael Purugganan work for before New York University?,Michael Purugganan,New York University,North Carolina State University
Which team did Kees Bregman play for before Roda JC Kerkrade?,Kees Bregman,Roda JC Kerkrade,ADO Den Haag
Which employer did Thierry Roland work for before TF1?,Thierry Roland,TF1,Antenne 2
Who was the head coach of the team FC Arsenal Tula before Igor Cherevchenko?,FC Arsenal Tula,Igor Cherevchenko,Sergei Kiriakov
"Which position did David Lindsay, 28th Earl of Crawford hold before Member of the 37th Parliament of the United Kingdom?","David Lindsay, 28th Earl of Crawford",Member of the 37th Parliament of the United Kingdom,Member of the 36th Parliament of the United Kingdom
Who was the chair of Allgemeiner Deutscher Fahrrad-Club before Karsten Hübener?,Allgemeiner Deutscher Fahrrad-Club,Karsten Hübener,Wolfgang Große
Who was the chair of Order of Vittorio Veneto before Oscar Luigi Scalfaro?,Order of Vittorio Veneto,Oscar Luigi Scalfaro,Francesco Cossiga
"Which position did Richard Bethell, 1st Baron Westbury hold before Member of the 18th Parliament of the United Kingdom?","Richard Bethell, 1st Baron Westbury",Member of the 18th Parliament of the United Kingdom,Member of the 17th Parliament of the United Kingdom
Which team did Marco Kottmann play for before FC Schötz?,Marco Kottmann,FC Schötz,SC Kriens
Which position did Stavros Kostopoulos hold before Minister for National Defence of Greece?,Stavros Kostopoulos,Minister for National Defence of Greece,Minister for Foreign Affairs of Greece
Who was the head coach of the team Tennis Borussia Berlin before Stanislav Levý?,Tennis Borussia Berlin,Stanislav Levý,Hermann Gerland
Who was the head of Bremerhaven before Hermann Gullasch?,Bremerhaven,Hermann Gullasch,Helmut Andreas Koch
"Which position did William Hay, 10th Marquess of Tweeddale hold before Member of the 21st Parliament of the United Kingdom?","William Hay, 10th Marquess of Tweeddale",Member of the 21st Parliament of the United Kingdom,Member of the 19th Parliament of the United Kingdom
Which employer did Elizabeth A. Fenn work for before University of Colorado Boulder?,Elizabeth A. Fenn,University of Colorado Boulder,Duke University
Who was the chair of Regional Council of Lombardy before Ettore Adalberto Albertoni?,Regional Council of Lombardy,Ettore Adalberto Albertoni,Attilio Fontana
Where was McKenzie Milton educated before University of Central Florida?,McKenzie Milton,University of Central Florida,Mililani High School
Which employer did Otto E. Neugebauer work for before Institute for Advanced Study?,Otto E. Neugebauer,Institute for Advanced Study,Brown University
Which political party did Jerzy Buzek belong to before Civic Platform?,Jerzy Buzek,Civic Platform,Solidarity Electoral Action
Who was the head of Kinmen before Lee Chu-feng?,Kinmen,Lee Chu-feng,Chen Shui-tsai
Which position did David Maclean hold before Member of the 50th Parliament of the United Kingdom?,David Maclean,Member of the 50th Parliament of the United Kingdom,Member of the 49th Parliament of the United Kingdom
